Timestamp,Frame,Class,CenterX,CenterY,X1,Y1,X2,Y2,Zoom
1746286172.200239,109,person,470,368,355,256,585,480,1
1746286172.2706723,110,person,471,368,357,257,585,480,1
1746286172.3402064,111,person,473,369,361,258,585,480,1
1746286172.4096084,112,person,473,369,362,258,584,480,1
1746286172.4794095,113,person,472,368,361,257,584,480,1
1746286172.5479097,114,person,472,368,360,257,584,480,1
1746286172.6186163,115,person,472,368,361,256,584,480,1
1746286172.6891286,116,person,471,367,358,255,584,480,1
1746286172.7597122,117,person,472,367,357,255,587,480,1
1746286172.8302376,118,person,473,367,362,255,584,480,1
1746286172.9014416,119,person,472,367,361,255,584,480,1
1746286172.9711888,120,person,470,367,359,255,582,480,1
1746286173.0411687,121,person,471,367,357,255,585,480,1
1746286173.1118028,122,person,472,368,360,257,585,480,1
1746286173.1837022,123,person,471,368,358,257,585,480,1
1746286173.2539024,124,person,472,369,359,259,585,480,1
1746286173.3267941,125,person,472,370,359,260,585,480,1
1746286173.4628265,127,person,327,341,42,202,612,480,-1
1746286174.0496378,136,car,299,240,0,0,599,480,-1
1746286174.1291707,137,car,304,240,0,0,609,480,-1
1746286174.1318836,137,person,288,325,17,171,560,480,-1
1746286174.2020752,138,car,300,240,0,0,601,480,-1
1746286174.2046041,138,person,294,334,30,188,558,480,-1
1746286174.274732,139,car,302,240,0,0,604,480,-1
1746286174.277169,139,person,291,333,26,186,556,480,-1
1746286174.347255,140,person,53,290,0,175,106,405,1
1746286174.4809759,142,person,463,353,361,226,566,480,-1
1746286174.8205483,147,person,320,259,49,39,591,479,-1
1746286174.964743,149,person,301,317,16,154,586,480,-1
1746286175.4434688,156,person,298,277,12,74,584,480,-1
1746286175.522792,157,person,293,286,15,92,572,480,-1
1746286175.5934958,158,person,301,269,19,58,584,480,-1
1746286175.6640491,159,person,293,264,20,48,566,480,-1
1746286175.7375886,160,person,288,263,13,47,563,479,-1
1746286175.809471,161,person,282,270,10,61,554,479,-1
1746286175.8785105,162,person,294,288,9,97,580,479,-1
1746286175.949264,163,person,296,284,7,90,586,479,-1
1746286176.0183895,164,person,294,316,8,154,581,479,-1
1746286176.0873322,165,person,304,315,8,150,600,480,-1
1746286176.156242,166,person,310,318,11,157,609,480,-1
1746286176.740654,175,person,316,332,20,185,613,480,-1
1746286176.951789,178,person,322,335,45,191,600,480,-1
1746286177.0294623,179,person,302,326,4,173,600,479,-1
1746286177.0997941,180,person,304,313,7,147,601,480,-1
1746286177.1688702,181,person,311,329,32,178,590,480,-1
1746286177.2999709,183,person,333,332,41,184,625,480,-1
1746286180.2759302,229,person,477,370,372,260,582,480,1
1746286180.35376,230,person,479,369,373,260,585,479,1
1746286180.4237635,231,person,477,370,377,260,578,480,1
1746286182.3826864,261,person,317,320,61,161,574,479,-1
1746286182.5898385,264,person,349,330,58,180,640,480,-1
1746286182.6667807,265,person,337,333,46,186,629,480,-1
1746286182.7413332,266,person,342,334,51,189,633,480,-1
1746286182.8105934,267,person,349,332,62,185,636,480,-1
1746286182.8801544,268,person,349,333,63,186,636,480,-1
1746286182.9544024,269,person,342,333,52,187,632,480,-1
1746286183.0241842,270,person,348,332,61,185,636,480,-1
1746286183.093827,271,person,349,331,62,182,636,480,-1
1746286183.163939,272,person,347,330,60,180,635,480,-1
1746286183.2339811,273,person,349,330,62,180,636,480,-1
1746286183.3033633,274,person,348,330,60,181,636,480,-1
1746286183.3718808,275,person,349,329,65,179,634,480,-1
1746286183.4416144,276,person,350,329,66,179,634,480,-1
1746286183.511629,277,person,350,330,66,180,634,480,-1
1746286183.5818036,278,person,349,330,65,180,634,480,-1
1746286183.6571307,279,person,348,330,62,181,634,480,-1
1746286183.7278612,280,person,350,331,66,182,635,480,-1
1746286183.799517,281,person,335,328,33,176,638,480,-1
1746286183.869477,282,person,342,321,46,163,639,480,-1
1746286185.4137883,306,person,346,327,56,176,636,479,-1
1746286185.4937108,307,person,350,330,64,180,636,480,-1
1746286185.5633943,308,person,348,330,61,181,636,480,-1
1746286185.633804,309,person,349,331,63,182,636,480,-1
1746286185.7029793,310,person,351,330,66,180,636,480,-1
1746286185.7732072,311,person,351,330,66,181,636,480,-1
1746286185.8444464,312,person,353,330,70,180,636,480,-1
1746286185.914564,313,person,352,330,69,180,636,480,-1
1746286185.9852448,314,person,352,330,68,181,636,480,-1
1746286186.0574756,315,person,353,330,70,180,636,480,-1
1746286186.1266634,316,person,351,329,67,179,635,480,-1
1746286186.196482,317,person,351,329,67,179,636,480,-1
1746286186.2667923,318,person,350,330,65,181,636,480,-1
1746286186.337516,319,person,350,328,64,177,636,480,-1
1746286186.4065166,320,person,349,329,64,178,635,480,-1
1746286186.4758003,321,person,348,329,62,179,635,480,-1
1746286186.5525098,322,person,346,329,58,179,635,480,-1
1746286186.6248431,323,person,347,330,59,180,635,480,-1
1746286186.6965175,324,person,347,329,60,179,635,480,-1
1746286186.7649395,325,person,347,329,59,179,635,480,-1
1746286186.8340628,326,person,351,330,68,180,635,480,-1
1746286186.9029162,327,person,352,329,69,179,635,480,-1
1746286186.9727144,328,person,351,329,68,179,635,480,-1
1746286187.0485501,329,person,350,329,66,179,635,480,-1
1746286187.1199014,330,person,350,329,66,179,634,480,-1
1746286187.1906826,331,person,350,329,66,179,634,480,-1
1746286187.2598875,332,person,350,329,65,178,635,480,-1
1746286187.329455,333,person,351,330,67,180,635,480,-1
1746286187.3993144,334,person,351,330,67,180,635,480,-1
1746286187.467892,335,person,349,329,64,178,635,480,-1
1746286187.5371146,336,person,350,329,65,178,635,480,-1
1746286187.6077652,337,person,350,329,65,179,635,480,-1
1746286187.6773283,338,person,349,330,64,180,635,480,-1
1746286187.7518718,339,person,349,325,61,171,638,480,-1
1746286187.8206832,340,person,349,323,60,167,638,480,-1
1746286188.4922101,350,person,350,331,61,183,640,480,-1
1746286188.5685198,351,person,344,309,48,138,640,480,-1
1746286188.6387007,352,person,349,327,61,175,638,480,-1
1746286188.708496,353,person,339,330,46,181,633,480,-1
1746286188.7777932,354,person,346,332,53,185,640,480,-1
1746286188.8481543,355,person,343,332,54,185,633,480,-1
1746286188.9198594,356,person,341,330,49,181,634,480,-1
1746286188.9924457,357,person,350,332,65,184,635,480,-1
1746286189.0625265,358,person,351,333,67,187,635,480,-1
1746286189.1324406,359,person,351,332,68,185,635,480,-1
1746286189.2013507,360,person,350,333,66,187,635,480,-1
1746286189.270866,361,person,352,333,68,187,636,480,-1
1746286189.3404803,362,person,354,334,71,189,637,480,-1
1746286189.4105487,363,person,354,334,71,189,637,480,-1
1746286189.4799147,364,person,355,335,73,191,637,480,-1
1746286189.552879,365,person,355,334,74,189,637,480,-1
1746286189.6214938,366,person,355,335,73,190,637,480,-1
1746286189.6910055,367,person,354,335,72,190,637,480,-1
1746286189.7607195,368,person,354,334,72,188,637,480,-1
1746286189.8306322,369,person,352,335,70,191,634,480,-1
1746286189.8992167,370,person,351,336,70,192,633,480,-1
1746286189.9688191,371,person,351,335,68,191,634,480,-1
1746286190.0376039,372,person,350,335,66,191,635,480,-1
1746286190.1095655,373,person,346,331,53,183,640,480,-1
1746286190.1802073,374,person,332,305,26,130,638,480,-1
1746286190.7819393,383,person,342,310,44,141,640,480,-1
1746286190.860294,384,person,344,273,49,66,639,480,-1
1746286190.9358413,385,person,344,315,49,150,640,480,-1
1746286191.0050812,386,person,352,316,65,152,639,480,-1
1746286191.077472,387,person,335,326,53,172,618,480,-1
1746286191.1477847,388,person,332,329,51,178,614,480,-1
1746286191.2166026,389,person,336,330,50,181,623,480,-1
1746286191.2866962,390,person,339,329,54,178,625,480,-1
1746286191.3584998,391,person,337,334,56,188,619,480,-1
1746286191.4289293,392,person,339,335,58,191,621,480,-1
1746286191.49922,393,person,339,334,56,188,623,480,-1
1746286191.5694687,394,person,342,334,58,189,627,480,-1
1746286191.6405635,395,person,341,333,59,186,623,480,-1
1746286191.7101936,396,person,342,332,59,185,626,480,-1
1746286191.779901,397,person,340,331,56,182,624,480,-1
1746286191.8492608,398,person,338,332,49,184,627,480,-1
1746286191.9179103,399,person,337,330,48,181,627,480,-1
1746286191.9882462,400,person,335,331,47,182,623,480,-1
1746286192.0584314,401,person,332,329,46,178,619,480,-1
1746286192.1300526,402,person,333,331,46,183,621,480,-1
1746286192.1993964,403,person,332,333,49,186,616,480,-1
1746286192.2685578,404,person,334,328,42,176,627,480,-1
1746286192.3374581,405,person,327,324,34,168,621,480,-1
1746286192.4074595,406,person,330,310,32,141,628,480,-1
1746286193.525826,423,person,426,359,305,239,547,479,-1
1746286193.603556,424,person,428,358,307,237,550,479,-1
1746286194.5576656,438,person,445,356,314,233,576,479,-1
1746286194.7038126,440,person,436,357,315,236,558,479,-1
1746286195.3308604,449,person,437,356,316,233,558,480,-1
1746286195.4082603,450,person,438,356,319,232,558,480,-1
1746286195.4798615,451,person,438,357,317,235,560,480,-1
1746286195.5532088,452,person,438,357,319,235,557,480,-1
1746286195.6934876,454,person,454,356,316,233,593,479,-1
1746286195.7638679,455,person,446,356,315,234,578,479,-1
1746286195.8343499,456,person,448,355,319,230,578,480,-1
1746286195.9045832,457,person,445,356,320,233,571,480,-1
1746286195.975573,458,person,442,357,320,234,564,480,-1
1746286196.0464113,459,person,445,356,320,233,570,480,-1
1746286196.115684,460,person,457,356,317,232,598,480,-1
1746286196.1849875,461,person,454,357,317,234,592,480,-1
1746286196.256495,462,person,457,356,314,233,600,480,-1
1746286196.3257864,463,person,439,356,320,232,559,480,-1
1746286196.3950412,464,person,439,355,321,230,557,480,-1
1746286196.4647808,465,person,440,354,318,230,563,479,-1
1746286196.5357747,466,person,439,354,319,230,559,479,-1
1746286196.6067622,467,person,440,355,322,232,558,479,-1
1746286196.677813,468,person,441,355,321,232,561,479,-1
1746286196.7546194,469,person,440,356,322,233,559,479,-1
1746286196.8913636,471,person,458,355,317,231,600,480,-1
1746286196.969631,472,person,445,355,317,231,573,479,-1
1746286197.0394886,473,person,449,356,317,233,582,479,-1
1746286197.109354,474,person,448,356,316,232,580,480,-1
1746286197.4456463,479,person,442,353,314,228,570,479,-1
